THEORETICAL,Involving the uncertain or yet to be proved parts of a particular subject
GOLD,Soft yellow metal that is very valuable
PRODUCT,Item that can be bought
FURNITURE,"Items such as tables, chairs, beds, or closets"
PROFESSION,Job requiring special education or skills
EVALUATION,Judgment about the value or condition of something
ONLY,Just one; just that amount or thing; not more than
MAINTENANCE,Keeping (a machine) working by checking and fixing it
SPARE,Kept as something extra that can be used if it is needed
GRADE,Level of study that is completed by a student
PIANO,Keyboard instrument used for playing music
GENTLE,Kind and quiet in nature; not harsh or violent
EXPERIENCE,"Knowledge gained by living life, doing new things"
WISE,Knowledgeable about life; having good judgment
SILLY,Lacking seriousness or foolish
GRANT,To give or let someone do what they want
STUPID,Lacking the ability to learn easily; not intelligent
SHORE,Land along the edge of an area of water
COAST,Land near the sea or ocean
ESTATE,Land that a person owns
BIG,Large
GREEN,Color of young leaves
WEALTH,Large amount of money and possessions
OCEAN,Large body of salt water that covers most of the surface of the earth
GROUND,Solid surface of the earth that we stand on
LONG,Large distance from one end to the other
COW,Large farm animal from which we get milk and beef
GROWTH,Act of growing
GUARANTEE,To make a formal promise that something will happen or be done.
GUESS,To give an answer without knowing if it is correct
GUEST,Person invited to visit or stay in someone's home
GUIDE,To lead people visiting a new or unknown place
SUBSTANTIAL,"Large in amount, quantity, or size"
CONSIDERABLE,"Large in size, amount, or effect"
GUY,Informal man; boy; any person
HAIR,Long thin strands on your head or body
EXTENSIVE,Large; full or complete
MAXIMUM,Largest or greatest
HANDLE,To have the ability to cope with or take responsibility for
PERMANENT,Lasting forever; not temporary or changing
AFTER,"Later than another time, or behind something"
HAPPY,Feeling pleasure or joy; glad
DISCOVERY,Learning something for the first time
DIVORCE,Legal ending of a marriage
HARDLY,Clearly or undoubtedly not; very little
POWER,Legal or official right to perform certain actions
OWNERSHIP,Legal right to have something belong to you
HATE,To have a very strong feeling of dislike for
SECONDARY,Less important than something else
PALE,Light in color
COMEDY,"Light or funny play or film, usually with a happy ending"
HEALTH,Being in a good condition; being well
HEALTHY,In good condition physically (or financially); not ill or bad
PROBABLY,Likely to happen or be true
HEART,Part of the body that pumps blood
HEAT,To make hot or hotter 
MEDICINE,Liquid or pills used to treat illness or pain; the study of treating illness or pain
HEAVY,Having a lot of weight
MENU,List of dishes available at a restaurant
CATALOG,List of items that are available for purchase
SMALL,Little in size; not big
SOMEWHAT,"Little, not very"
ALIVE,Living; not dead
AROUND,"Located on every side, or along something"
KNIFE,Long piece of metal you use for cutting things
HERSELF,Female person that did the original action
NERVE,Long thin cells in the body that makes feeling and movement possible
TUBE,"Long, hollow object"
HIDE,To put a thing where it can't be found; go where you won't be found
VALLEY,"Long, low area between hills or mountains, often with a river running through it"
HIGHLY,More than usual; to a great degree
RAIL,"Long, thin piece of metal"
HIMSELF,The same (male) person who did the action
MORTGAGE,Long-term loan from a bank for buying property
TENDER,Loving and gentle
MINIMUM,Lowest number or amount that is possible
PRINTER,Machine that makes copies of papers and documents
HIT,"To fight, attack or damage something or someone"
GOLDEN,"Made of valuable, heavy, yellow metal"
WOODEN,Made of wood
HOLE,Opening into or through something
HOLIDAY,Day when people don't go to work or school
PRIME,Main; most important; best quality
IMPLEMENTATION,"Making a law, system, or plan start to happen or be used"
LOUD,Making a lot of noise
QUIETLY,Making little sound
REDUCTION,Making something smaller; reducing something
ATTRACTIVE,"Making you like them, as by being good-looking"
PERSON,"Man, woman, or child"
HORSE,Large animal with 4 legs used for riding
HOSPITAL,"Building for sick people, with doctors and nurses"
HOT,Having a high temperature
MULTIPLE,Many things or people
OFTEN,"Many times, frequently, on many occasions"
FUEL,Material used to produce heat or power when burned
HUGE,Very very large
HUMAN,"A person; a man, woman or child"
CAPABILITY,"Means, ability, or potential to do something"
DIMENSION,"Measurement of length, width, or height"
SURGERY,Medical treatment in which a doctor cuts into a body
HUSBAND,Married man
LETTER,Message you put in an envelope and send by post
SALARY,Money an employee is paid each year
COMPENSATION,Money given or received as payment for loss
IDENTIFY,To indicate who or what someone or something is
DEPOSIT,"Money that is given for a special purpose such as proof that you will buy something, or as savings in a bank"
IGNORE,"To not listen to, look at, or pay attention to"
EVIL,Morally bad; causing harm to someone
INCREASINGLY,More and more; in greater degree or amount
SEVERAL,More than two but not many
MOM,Mother
GRANDMOTHER,Mother of your mother or father
UP,Move higher; raise
IMMEDIATELY,Without any delay; straight away; right (after or before)
TO,Move towards; in the direction of
PROMOTION,Moving someone to a more important position
VERY,Much; great in amount
STRICT,Must be obeyed
SALT,Natural white substance used to flavor or preserve food
TOGETHER,Near close in the same place not far in a family or group
IMPORTANCE,Being important; having a big effect on
BY,Near; with
IMPOSSIBLE,Very unlikely to happen or exist
MOST,Nearly all of something
VITAL,Necessary
THIRST,Need for something to drink
IMPROVE,"To make, or become, something better"
IMPROVEMENT,Addition or change that makes something better
INNOVATION,New invention or idea that is created
CLOSE,Next to; only a short distance away
ANYMORE,No longer; no more
SILENCE,No sound or noise
ILLEGAL,Not allowed by the laws or rules
NOTHING,"Not anything, not a single thing"
UNABLE,Not being able to do something
INDEED,Actually; in fact; in reality
UNLIKELY,Not being likely to happen or not likely to be the truth
INDEPENDENT,Making your own decisions; not controlled by others
CRAZY,Not being sensible or practical
WITHIN,"Not beyond the limits of a particular space, time, or range"
INDIVIDUAL,"Single person, looked at separately from others"
INDUSTRY,Factories or businesses that make certain products
DIRTY,Not clean
OPEN,Not closed or shut
RARE,Not common or usual
INFLUENCE,To affect what happens; change something (indirectly)
INFORM,To give information or facts about something
NEVER,Not ever; not at any time
INITIAL,Existing or occurring at the beginning
UNKNOWN,Not familiar or famous
NEARBY,Not far away
BAD,Not good; wrong
LITTLE,"Not great in size, amount, or degree; small"
INNOCENT,Not having done anything wrong or bad
LIGHT,Not heavy; weighing only a little
AWAY,Not here; far from here; in a different direction
LOW,"Not high; being near the ground, or bottom"
INSIDE,Being in something
BADLY,Not in a good way; not as wanted or liked
NOWHERE,Not in or at any place; no place
CONFUSION,Not knowing what to do
INSTANCE,An example of something; case
INSTEAD,When one thing is replaced by another
INSTITUTION,Organization created for a particular cause or purpose
LAZY,Not liking to work or make an effort
FEW,Not many; small in number
INSURANCE,Payments to cover potential loss/damage/injury/death
PURE,Not mixed with anything else
DIFFERENT,Not of the same kind; unlike other things
NEW,"Not old, recently born, built, or made"
INTEND,To plan or want to do something
FANCY,"Not plain or ordinary, expensive"
FALSE,Not real or true
ROUGH,"Not smooth, gentle, or careful"
MINOR,"Not so large in size, not important or valuable"
INTERNAL,Within or inside
INTERNATIONAL,"Done or relating to several countries, not just your own"
SILENT,Not speaking or making noise
ORDINARY,"Not special, different, or unusual"
THIN,Not thick; not wide in size
INTERVIEW,To formally ask questions about a given topic
LOOSE,Not tightly attached or held
INTRODUCE,To make someone known to another by name
INTRODUCTION,Making someone known to another by name
OCCASIONALLY,Not very often; sometimes; seldom
INVEST,To use resources to build for the future
INVESTIGATE,To try to find out facts; to carry out research
INVESTIGATION,Search for information about something
INVESTMENT,Something purchased hoping its value will increase
ILL,Not well; sick
INVITE,To ask someone to go somewhere or do something
ONE,Number 1
GROUP,Number of people or things gathered together
ISLAND,Area of land that is surrounded by water
DENSITY,Number of people or things in a particular area
AGE,Number of years a person has lived (also of things)
ITEM,"Distinct, individual thing, often part of a group"
ITSELF,Referring to it
HE,Object form of a male person you are talking about
GRADUALLY,Occurring in a slow manner over a period of time
JOIN,"To bring something close to another, to become one"
MONTHLY,Occurring twelve times a year
WEIRD,Odd or unusual
ABOUT,Of (a subject); concerning
DEMOCRATIC,Of democracy; entitling the people to power
INTELLECTUAL,Of or relating to the ability to think in a logical way and understand complicated ideas and subjects
JUDGE,To form an opinion after careful consideration
JUDGMENT,Opinion that is made after careful consideration
JUMP,To push your body into the air with your legs
BROWN,"Of the color of coffee, wood, or chocolate"
QUALIFICATION,Official record proving a certain standard or level
FREQUENTLY,Often; regularly
FAT,Oily part of meat
RIGHT,On side where the hand that most people write with
TODAY,On this day; at the time that is happening now
KEY,Something you use to open a lock or start a car
KID,Informal child or young person
KILL,To end the life of a person or other living thing
A,One (of something)
ANY,One (thing) of many; some (thing)
KITCHEN,Place where food is cooked
ANOTHER,One more (thing); additional (thing)
AGAIN,"One more time, once more"
SKI,One of a pair of long flat boards attached to boots for moving smoothly over snow
KNOWLEDGE,"Information, understanding, or skill"
LABOR,To work hard (often physically) for many hours
PLANET,One of the bodies that orbit the sun
LACK,"To not have, or not have enough, of something"
LAND,The earth; the ground
EITHER,One of two (used when there is a choice of two)
ONCE,One time; one instance
LARGELY,In large part; mainly or chiefly
KIND,One type of thing
LAUGH,To make a happy sound when something is funny
ALMOST,"Only a little less than, nearly, not quite"
LAUNCH,To put a rocket into the air; put a ship into the water
LAW,System or rules made by the government
LAY,To put or set something down in a flat position
MERELY,"Only, simply, or nothing more than"
JUST,Only; a short time ago
LIBERAL,Open to new ideas; believing government should actively support social needs
LEADER,Person who is in charge of a group or task
LEADERSHIP,Quality of being able to guide or influence others
ELECTRONIC,Operating by use of electricity; digital
FOLK,Ordinary people
CIVILIAN,Ordinary person who is not in the army
CHARITY,"Organization providing help to the needy, the sick"
SUPPLIER,Organization that provides a product or service
ESTABLISHMENT,"Organization, institution, or place to do business"
BASE,Origin or start from which something came
LEFT,Side of your body your heart is on
LEG,Part of the body from the thigh down
LEGAL,Concerning the law; allowed by law
BESIDES,Other than or in addition to
FORTH,"Out of a place; forward in time, place, or way"
LENGTH,Measurement of distance or of time
YARD,Outdoor area or garden next to a house
EXTERNAL,Outside of something
PANIC,Overwhelming feeling of fear and anxiety
PORTRAIT,"Painting, drawing, or photograph of a person's head and shoulders"
PINK,Pale red color
LIBRARY,Place where books and other media are kept
LIE,To say something that you know is not true
LIFT,To move something to higher position
SEGMENT,Part divided from the other parts of something
SHARE,"Part of a company you own, shown by a certificate"
LIKELY,Referring to the chance that something will actually happen
LIMIT,Point beyond which it is not possible to go
PORTION,Part of a whole
LINK,To join or connect together
WING,Part of an animal's body that is used for flying
LIST,"Series of written names, words or numbers"
LISTEN,To use your ears to hear and understand things
MIND,Part of humans that allows us to think or feel
NECK,Part of the body joining the head and the body
EYE,Part of the body that you see with
LITERATURE,"Writings that are valued as works of art, esp. fiction, drama and poetry"
NOSE,Part of the face used for breathing and smelling
TONGUE,Part of the mouth that tastes food and is used for speaking
LOAD,"Large, often heavy, amount of something to be moved"
MODULE,Part or unit with a specific job
LOCATION,Particular position or area
FRAGMENT,Part that is broken off of something
EMPHASIS,Particular importance to the way something is said
IDEAL,Perfect; most suitable; best possible
WEEK,"Period of seven days, starts on sunday and end on saturday"
GAY,Person attracted to someone of the same sex
IMMIGRANT,Person moving to another country to live there
LOSS,Experience or state of failing to have or keep
HERO,Person of great courage and strength who saves others
PEER,"Person of the same age, class, or background as another"
LOVELY,Attractive or beautiful
EMPLOYER,Person or firm that pays people to work for them
MEMBER,Person or thing belonging to a group or team
SUBSTITUTE,Person or thing that takes the place of something
YOU,Person someone is speaking or writing to
LUNCH,Light meal eaten in the middle of the day
STUDENT,Person studying at school
MACHINE,Piece of equipment used to do work
ATHLETE,Person trained to compete in sports
MAGAZINE,Weekly or monthly publication with pictures and stories
CHAMPION,Person who fights for or supports strongly
MAIN,Most important; most often used
MAINLY,Mostly; usually; being the largest part
MAINTAIN,"To keep, exist or continue without changing"
GOVERNOR,Person who leads a state or province
MAJOR,"Important, serious, or large in scope"
MAJORITY,Amount that is more than half of a group
HOLDER,Person who owns or has received something
SPECIALIST,Person who works in one specific area of a field or profession
MALE,Characteristic of boys or men
POET,Person who writes poems
MANAGE,To run or operate a business by directing others
MANAGEMENT,People who are in control of a business or group
MANAGER,Person who controls and runs a business or group
MANNER,That way that something happens or is done
MANUFACTURE,To produce large numbers of products in a factory
FRIEND,Person who you like and enjoy being with
MAP,Picture showing the geography of an area
MAKER,"Person, company, or object that creates things"
MARK,To make or leave a visible sign on something; a writing symbol
THIS,"Person, thing, or idea near you"
MARRIAGE,Formal relationship between a husband and a wife
MARRY,To become the husband or wife of someone
PERSONALITY,Person's character; the way that a person usually acts
MATCH,A sports competition between two people or teams
PARENT,Person's mother or father
MATERIAL,Substance from which a thing is made of
INJURY,Physical or emotional harm or damage that a person experiences
ILLUSTRATION,Picture that helps explain something
CURTAIN,Piece of cloth used to cover a window
FLAG,"Piece of cloth, frequently marked with a colorful symbol or sign"
SKIRT,Piece of clothing for the lower body worn by women
MAYBE,Possibly but not certainly; perhaps
TISSUE,"Piece of thin, soft paper"
GATE,Place in a fence which can be opened or closed
STOMACH,Place in the body where food is broken down so your body can use it
MEASURE,"To calculate size, weight or temperature of"
CENTER,Place in the middle of something
JAIL,Place to hold criminals being punished for a crime
GALLERY,Place to look at various types of art
MEDICAL,Of or relating to physical health or medicine
HOME,Place where a person or a family lives
MEDIUM,"Middle size, something between other things"
INTENTION,"Plan, aim, or purpose"
PROGRAM,Planned set of actions; a schematic system
GRASS,"Plants with narrow green leaves, grown on lawns"
MEMORY,Something that has been remembered
MUSICAL,Play or movie set to music
MENTION,To refer to or talk or write about something
OPERA,Play with music in which all the words are sung
PROUD,Pleased because of something you have done
POETRY,Poetic writing; imaginative verses
TENT,Portable cloth shelter used outdoors
MESSAGE,Piece of information that is told/given to someone
APPROVAL,Positive opinion of something or someone
IMPLICATION,Possible effects or results from an action or event
METHOD,Organized and planned way of doing something
MIDDLE,Place that is halfway between two things
VESSEL,"Pot, container"
MILE,Unit of distance; 1.6 kilometers
MILITARY,Concerning soldiers or the armed forces
PASSION,"Powerful, positive feeling about something"
MINE,That thing that belongs to me
CONSERVATIVE,Preferring traditional styles and values
MINISTER,An official who heads a government department
COST,Price you pay for something
MATTER,Problem or reason for concern
FORMATION,"Process of creating, or making into a particular shape"
PUBLICATION,Process of producing a book or magazine
MIX,To combine two or more things to make one
RECOVERY,Process of returning to a former state after problems
INTERACTION,Process of two or more people or things affecting each other
MARKET,Public event where people sell goods on tables
WITHDRAW,Pull back; move away or backward from something
MODERN,Of the present time; up to date; contemporary
PENALTY,Punishment for committing a crime or offense
JUSTICE,"Quality of being fair, equal, or just"
HUMOR,Quality of being funny
BEAUTY,Quality of being physically or visually attractive
MONITOR,Electronic screen on which you can see images
CHARM,Quality of making people like you; attractiveness
DARKNESS,Quality of no or little light
STABILITY,Quality of not being easily moved or changed
WEAKNESS,Quality of not being powerful or strong
MOREOVER,In addition to what has been said
TENDENCY,Quality that something happens or someone behaves in a particular way
SCOPE,Range of things that something includes
MOSTLY,In large part; mainly or chiefly
CLASS,"Rank or level in society, ranked from high (rich professional people) to low (ordinary people)"
RESISTANCE,Refusal to accept something new or different
STATE,"Region within a country, with its own government"
PENSION,Regular payments you receive after you retire
JOB,Regular work of earning money
EMOTIONAL,Related to deep feelings
MOUNTAIN,"Very high piece of land, higher than a hill"
MOUTH,Part of the face used for eating and talking
ACADEMIC,Related to education or school; (n) educator who works at a college or university
MOVEMENT,Part of a piece of music
MOVIE,Motion picture; film
CRIMINAL,Related to illegal activity; (n) a person who has done a crime
SCIENTIFIC,Related to science
MURDER,Crime of deliberately killing a person
ROMANTIC,Related to strong feelings of love between two people
MUSEUM,"Building to display art, science, or history objects"
CLINICAL,Related to the examination and treatment of patients
STRUCTURAL,Related to the way something is built or organized
LOCAL,"Relating or restricted to a particular area, city, or town"
RACIAL,Relating to a person's group based on inherited physical appearance
MYSELF,Same person as did the action mentioned
RURAL,"Relating to parts of a country that are outside towns and cities, with fields, woods, etc."
EDUCATIONAL,Relating to teaching in a school
FUNDAMENTAL,Relating to the most important parts of something
NATION,Area or region controlled by a government and army
NATIONAL,Concerning a nation as a whole
PRESIDENTIAL,Relating to the president 
NATURAL,Not made by humans; without human intervention
CALM,Relaxed and not worried or angry
NATURE,"Physical world, including plants, animals, rocks"
NEAR,With a small distance between things
INQUIRY,Request for information
NEARLY,Not completely; almost
NECESSARILY,"In a way that is needed or required, or is unavoidable"
NECESSARY,Needed or required; unavoidable
HONOR,Respect given to someone who is admired
PERMISSION,Right to do something as allowed by another
HIGH,Rising upward a great distance
MOON,Round object circling the earth at night
GUIDELINE,"Rule, instruction, or principle"
NEIGHBOR,"Person who lives, or is near, you"
GRAMMAR,Rules that explain how words are used in a language
ACCEPTABLE,Satisfactory; good enough
TOO,Say that something is more than you want
NETWORK,System of connections
COMPLAINT,Saying something is wrong and should be changed
AUTUMN,"Season when the weather is getting colder, between summer and winter"
NEWS,Information about recent events
NEWSPAPER,Sheets of paper (or online) containing news stories
PARAGRAPH,Section of writing that usually deals with one subject
NICE,Good or enjoyable
GRAIN,Seeds of plants used for food
PERIOD,Set amount of time during which events take place
NOBODY,No person; no one; not any person
NOR,Used to show two things that are both untrue or do not happen
NORMAL,Standard or regular way of doing something
NORMALLY,In the manner that is usual or ordinary
NORTH,Direction to your left when facing the rising sun
RELIGION,Set of beliefs about a god or gods
SYSTEM,"Set of organized, planned ideas that work together"
APARTMENT,Set of rooms to live in on one floor of a building
MUTUAL,Shared between two or more people
NOTICE,"To become aware by sight, touch, or hearing"
ESSAY,Short written work that displays someone's opinions or beliefs regarding a particular subject
EPISODE,Show which is part of a larger story
NOVEL,Written fiction story
ALONGSIDE,Side by side with something
PLAIN,Simple; easy to understand; clear
AUNT,Sister of your father or mother or the wife of your uncle
NUCLEAR,Concerning or involving the center of an atom
MERE,Small and unimportant
TOWN,Small city
NURSE,Person trained to care for sick or injured people
OBJECT,To disagree; to protest against an idea or plan
OBJECTIVE,Something you decide you want to do; goal
POCKET,Small cloth bag sewn into clothing to hold things
STAMP,Small piece of paper you buy to put on a letter that you mail
OBSERVE,To watch carefully; to make a comment 
OBVIOUS,Easily understood and clear; plain to see
OBVIOUSLY,In a way that is obvious/easy to see or understand
BIT,Small piece of something
STREAM,Small river
OCCUR,To come to pass or to happen
CAP,"Small, soft hat often with a front visor or shade"
LESS,Smaller in amount or degree
CHEEK,"Soft skin on each side of the face, below the eyes"
SNOW,Soft white pieces of frozen water falling from the clouds
ANSWER,Solution to a problem or test question
OFFICER,Person with an important position in an organization
OFFICIAL,Of or done by someone in authority; formal
PART,"Some, but not all of a specific thing"
OIL,"Thick, black liquid in the ground used as fuel"
OKAY,Yes; alright
PRISONER,Someone kept in a prison as punishment for a crime
DEALER,Someone who buys things to sell to others
DESIGNER,Someone who creates plans to make something
PRO,Someone who earns money doing something they are particularly good at
BUYER,Someone who gets something by paying money for it
POLITICIAN,Someone who is active in politics
SLAVE,Someone who is legally owned by another person
OPERATE,To be working or being used
OPERATION,Functioning; use
SHAREHOLDER,Someone who owns a part of a corporation
OPINION,A person's thoughts on a topic
OPPORTUNITY,Time/situation when a thing might be done; chance
OPPOSITE,Across from or on the side facing something
LISTENER,Someone who pays attention to what is said
OPTION,Possibility out of several that can be chosen; choice
HISTORIAN,Someone who studies or writes about the course of history
ALLY,"Someone who supports, helps, or defends you"
OPERATOR,"Someone who uses and controls something, usually equipment"
ENEMY,Someone who wants to harm another
ORGANIZATION,Formal group of people with a particular purpose
VOLUNTEER,Someone who works willingly without pay
MATE,"Someone who you work, live, or go to school with"
OTHERWISE,"Indicates that there will be a bad result if something is done, not done, or done improperly"
OUGHT,What is expected; should
REPORTER,"Someone whose job is to write and report news for a newspaper, magazine, television, or radio station"
STRANGER,Someone you do not know
SUPPLEMENT,Something added to another thing to make it better
VARIATION,Something almost the same as another but different
PROBLEM,Something difficult to deal with or causes trouble
OUTSIDE,"Area around or near something, such as a building"
OTHER,Something else; not the first one
OVERALL,"Viewed as a whole; in general, not as details"
LUXURY,Something expensive or costly that is not needed which is bought for pleasure
ACHIEVEMENT,Something good that you have successfully done
MIXTURE,Something made by combining two or more things
IMPRESSIVE,Something makes someone admire or respect
OWNER,Person who owns or has something
TIME,"Something measured in minutes, hours, days, etc."
PACK,To put things in a suitcase to go on a trip
PAGE,One side of a sheet of paper
PAIN,Strong feeling of hurt or discomfort
PAINT,To apply something; coat
EXCEPTION,Something not included in or different from a group of things
HAT,Something people wear to cover their heads for fashion or protection
PAPER,Pages of a book are made from this
CLASSIC,Something popular or famous for a long time and is considered one of the best of its kind
BIOLOGICAL,Something related to life and living things
DISASTER,Something that causes a lot of harm or damage
PARK,To put your car or bike in a certain place for a time
BURDEN,"Something that causes worry, difficulty, or hard work"
PARTICIPATE,To take part with others in doing something
INCENTIVE,Something that encourages a person to work hard
PARTICULAR,One specific (one)
PARTICULARLY,Specially; more than others
SMOOTH,Something that feels pleasant and flat when you touch it; not rough
PARTNER,Someone you have a business or personal relationship with
OUTCOME,"Something that happens as a result, consequence"
PASS,To travel through or near a place
COMPOSITION,Something that is created from different parts to make something new
PRIORITY,Something that is important and must be done before other things
PATH,Track made with stones/by walking over the ground
PATIENT,Not getting annoyed when things take a long time
PATTERN,Regular repeated behavior
PAUSE,To stop doing for a while before continuing
FACT,Something that is known or proved to be true
PAYMENT,Amount of money that is paid for something
PEACE,Time when there is no war or fighting
PREFERENCE,Something that is liked or wanted more than another
COMPOUND,Something that is made from two or more other things
PRIZE,Something that is won in a contest or given as an award
CONSTRAINT,Something that limits or prevents someone or something from moving
INDICATION,Something that signals that something else exists or will happen
OBLIGATION,Something that you do because it is your duty or because you feel you have to
VISUAL,Something to look at with the eyes
PERCENT,One one-hundredth of a whole
PERCENTAGE,Part of a whole divided into hundredths
PERFECT,So good it/they cannot be improved
ASSUMPTION,"Something you believe to be so, but aren't sure of"
PERFORM,To carry out an action well or successfully
PERFORMANCE,Activity done to entertain an audience
PERHAPS,"Possibly, but not certainly; maybe"
THING,Something you cannot remember the name of
PEN,Something you write with that uses ink
RATHER,Somewhat; fairly; not that much
PERSONAL,Done by or to a particular person; individual
TONE,Sound of a voice that shows emotion or meaning
ALARM,Sound or light used for a warning or to wake someone
MUSIC,Sounds that are sung or played to give pleasure
PERSPECTIVE,"Way of thinking, an attitude toward something"
REPRESENTATION,Speaking or doing something officially for another person
CELEBRATION,Special event where people show the importance of something
CEREMONY,Special social or religious event
PHONE,To talk to someone using a telephone
PHOTO,Short for photograph; a picture taken by a camera
GEAR,"Special supplies, tools, or clothes needed for a particular activity; machinery that turns power into forward or backward movement"
PHYSICAL,Concerning the body of a person
RATE,Speed or frequency of events over time
PICK,To decide on a thing from various choices; select
PICTURE,"Painting, drawing or photograph on paper or screen"
PIECE,Small part that of something larger
CHAMPIONSHIP,Sports competition to find the best player or team
FROM,"Starting at a particular place, time, or level"
EASE,State of being comfortable or relaxed
GENDER,State of being male or female
ATTENDANCE,State of being present at a place or event
EXISTENCE,"State of being present, alive, or real"
COMFORT,"State of being relaxed, warm, or happy"
EXPOSURE,State of experiencing something directly
PLANE,An airplane
HAPPINESS,State of feeling pleased; feeling of satisfaction
PLANT,Living thing with leaves and roots growing in soil
COMPLEXITY,State of having many parts and not being simple
DIVERSITY,State or quality of having a range of different things
STAIR,Steps that go from one level to another
PLAYER,Person who plays sports
TALE,Story about colorful and imaginary events
PLEASE,You say this when you politely ask people for things
PLEASURE,"Feeling of happiness, enjoyment, or satisfaction"
PLUS,Having a value greater than zero
SIDE,Straight edge of an object
GUITAR,Stringed musical instrument played with the fingers
ATTACHMENT,Strong affection for someone
BARRIER,Structure or object that stops free movement
PHILOSOPHY,Study of ideas about the fundamental nature of life
POLICE,"People, often in uniforms, who solve crimes"
HISTORY,Study of past event
MATHEMATICS,Study or science of numbers and shapes
POLITICS,Activities influencing the policies of a government
DRAMATIC,Sudden and extreme
FLASH,Sudden bright light
POOL,Large container or hole that is filled with water and used for people to swim in
POOR,Without money; not rich
POP,To cause something to open or burst suddenly
POPULAR,Liked or enjoyed by many people
FORMAL,"Suitable for serious, official, or important occasions"
NUMBER,"Symbols such as 1, 2, 56, 793"
LECTURE,Talk or speech about a particular subject
POSITION,Specific location where someone or something is
POSITIVE,"Good or useful in qualities, constructive, confident"
SWEET,Tasting like sugar; containing sugar
EXAMINATION,"Test of your knowledge of, or ability in something"
POSSIBILITY,Something with a chance of happening or being true
EXAM,Test of your knowledge or ability in something
POSSIBLY,"May be true or likely, but is uncertain"
POST,To send a letter or package using the post office
POTENTIALLY,That could happen or become reality
CONCENTRATION,The ability to direct all your effort and attention on the one thing you are doing and nothing else
POTENTIAL,Capable of happening or becoming reality
IMAGINATION,The ability to think of new ideas or things that are not real
POUND,Unit of weight equal to 16 ounces or 0.4536 kg
SELECTION,The act of carefully choosing something or someone from a group
ENTRY,The act of going into some place
IMMIGRATION,The act of moving from one country to another for good
POWERFUL,Having control or influence over
PRACTICE,To do something many times to improve a skill
BATH,The cleaning of a body by putting it completely into water
SHOWER,The cleaning of a body by standing under falling water
EAST,The direction where the sun rises
MEASUREMENT,The finding of the size or amount of something or someone
PREDICT,To guess or estimate what will or might happen
PREFER,To like something better than something else
CHEST,The front of your body between your neck and your waist
OUTLINE,"The main ideas or facts about something, without the details"
KING,The male ruler of a country that has a royal family
MEAT,The muscles and soft parts of animals or birds that is eaten as food
UNEMPLOYMENT,The number of people in an area who want to work but do not have a job
PREPARE,To make something ready for use
EAR,The part of the head that you hear with
HALF,The part you get when one is divided into two; ½
I,The person who is speaking or writing
PROSPECT,"The possibility that something might happen in the future, especially something good"
PRESS,To push something against something else
PRESSURE,Force/weight when pressing against a thing
DISCIPLINE,The teaching of self-control through instruction and practice
NARRATIVE,The telling of a story
PRETTY,Being attractive to the eye in a simple way
PREVENT,To stop something from happening or existing
PREVIOUS,Existing or happening before the present time
PREVIOUSLY,At an earlier time
PEAK,"The time or place when something or someone is best, greatest, highest"
DIET,The type of food that a person or animal usually eats
SELF,The type of person you really are
PRIMARY,"Most important, most basic or essential"
CONSEQUENTLY,Therefore; as a result of something
STRING,Thin rope
WIRE,"Thin, flexible thread of metal"
BOOK,Thing made of pages with writing on that you read
ANYTHING,Thing of any kind; used to refer to a thing in questions
PRIVATE,Personal; not to be seen by everyone
SOMETHING,Thing that is not yet known or named
BRUSH,Thing used to comb your hair or to clean the floor
VIEW,Things you are able to see from a specific place
CLOTHING,Things you wear on your body
CAREFUL,Thinking about what you are doing in order to avoid a mistake
FUTURE,Time that is to come after the present
PROCEDURE,Usual or standard way in which something is done
PROCEED,To continue to do something; carry on
PREGNANCY,Time when a female is going to have a baby
PRODUCE,To manufacture something using machines
RETIREMENT,Time when someone has stopped working because of their age
PRODUCTION,Process of making something on a large scale
NIGHT,Time when sun does not shine 
DEEPLY,"To a great, intense, or extreme extent"
SUBMIT,To accept a superior force has power over you
PROFIT,To earn money from something
ACKNOWLEDGE,To accept that something is true
PROGRESS,To move forward or toward a place or goal
PROJECT,A planned piece of work for specific purpose
PROMISE,To say you will certainly do something
PROMOTE,To try to encourage the popularity and sales of a product
PRETEND,To act as if something is true when it is not
BEHAVE,To act in a particular way; to act correctly
HELP,To act to enable a person to do something; assist
PROPER,Correct according to social or moral rules
DO,To act; to perform actions
PROPOSAL,Offer or plan to people who can decide about it
PROPOSE,To offer or put forward an idea for consideration
PROCESS,To adopt a set of actions that produce a particular result
PROTECT,To defend someone or something from harm or danger
PROTECTION,Being kept from harm
CRACK,To almost break something
SEEM,To appear to be something
PROVE,To demonstrate truth by providing evidence
QUESTION,To ask for or try to get information
BLESS,To ask the gods to protect someone or something
SPELL,"To be able to say, write, or print the letters that make up a word"
CAN,To be able to; have the skill to; have the time to
LIVE,To be alive
ATTACH,To be associated or connected with
FEEL,To be aware of or experience an emotion or sensation
PULL,To hold something and move it toward you
HEAR,To be aware of sound; to perceive with the ear
PURCHASE,To buy something; to get by paying money for it
EXCEED,To be greater in number than something
PURPOSE,Reason for which something is done; aim; goal
SIT,To be in a resting position on a chair
PUSH,To force something away from you
REMAIN,"To be left behind, to continue to exist"
DIFFER,To be not the same as others
REGRET,To be sorry about something
QUALITY,High level of worth or excellence
RESULT,To be the outcome of other causes and effects
QUARTER,One of four equal parts of something
